rut;usuario;correo;nombre;profesor;i1;f1;t1;r1;p1;s1;l1;i2;f2;t2;r2;p2;s2;l2;i3;f3;t3;r3;p3;s3;l3;i4;f4;t4;r4;p4;s4;l4;i5;f5;t5;r5;p5;s5;l5;i6;f6;t6;r6;p6;s6;l6;op1;op2;op3;op4;op5;op6;sv1;sv2;sv3;sv4;sv5;sv6;lt;tt;pt;game_score;score;score_a;score_p;score_d;score_s;programa;sol1;sol2;sol3;sol4;tarea1;tarea2;controles;np;examen;final;estado
297;*;*;*;*;45.27834933;79.77862133;34.500272;1;2;[3 3 3 ] [2 2 1 1 ];7;79.79531533;130.045794;50.25047867;2;3;[2 3 3 3 3 3 ] [1 1 1 1 ];10;130.062504;239.663345;109.600841;3;16;[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ];16;239.68006;275.513989;35.833929;1;3;[2 2 0 0 2 2 ] [3 3 3 3 ];10;275.530634;301.0473263;25.5166923;1;3;[1 2 2 2 2 2 ] [3 3 ];8;301.0640523;338.0975207;37.0334684;1;6;[2 2 0 0 2 2 0 ] [2 2 3 3 1 1 1 ];14;1;1;1;1;1;0;1;1;1;1;1;1;65;292.7356814;33;11.46500124;11;7;4;4;3;INGENIERIA EN COMPUTACION E INFORMATICA;6;6;6.1;6;6;1;1;4.26;5;4.5;A
320;*;*;*;*;8.253730667;42.05228133;33.79855066;1;1;[0 3 3 3 ] [2 2 1 ];7;42.06893233;86.25568933;44.186757;1;4;[2 3 3 3 3 3 ] [1 1 1 1 ];10;86.27251033;342.238125;255.9656147;4;41;[3 3 3 3 3 3 3 3 0 0 0 0 0 0 ] [3 0 0 2 0 0 3 3 3 3 ];24;342.254807;385.3243123;43.0695053;1;18;[2 2 2 2 0 0 2 2 2 1 1 3 ] [1 1 3 3 ];16;385.3409343;429.961089;44.6201547;1;20;[1 2 ] [1 1 3 3 3 3 3 3 2 0 0 3 ];14;429.977741;474.9147203;44.9369793;1;11;[2 2 0 1 0 0 2 2 0 0 3 ] [1 1 3 ];14;1;1;0;0;0;0;1;1;0;0;1;1;85;466.5775616;95;20.12808835;9;7;2;4;3;INGENIERIA CIVIL INDUSTRIAL;5.4;4.9;5.2;5.2;1.1;4.2;7;4.5;4.6;4.5;A
384;*;*;*;*;12.890803;36.522153;23.63135;1;4;[0 0 3 3 3 1 ] [1 2 2 ];9;36.529099;66.056274;29.527175;1;10;[2 3 3 3 3 3 0 0 ] [1 1 ];10;66.063272;133.7271803;67.6639083;1;15;[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 0 2 2 0 ];17;133.7341233;163.1085173;29.374394;1;9;[2 2 0 0 2 2 ] [3 3 3 3 ];10;163.1154583;189.1288773;26.013419;1;6;[1 2 2 2 2 2 ] [3 3 ];8;189.1357773;221.1906103;32.054833;1;10;[2 2 0 0 2 2 0 ] [1 1 1 ];10;0;1;0;1;1;1;1;1;0;1;1;1;64;208.2650793;54;11.77738627;7;3;4;2;2;INGENIERIA CIVIL INFORMATICA;5.8;7;5.1;6;5.8;1;6.4;4.74;4;4.5;A
438;*;*;*;*;32.50466667;50.42266667;17.918;1;2;[0 3 3 3 0 ] [2 2 ];7;50.43766667;85.19833333;34.76066666;1;3;[2 3 3 3 3 3 ] [1 1 1 1 ];10;85.20933333;209.2536667;124.0443334;3;17;[2 0 3 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ];17;209.2696667;248.661;39.3913333;1;3;[2 2 2 2 0 0 0 1 2 2 2 ] [2 3 ];13;248.678;302.1586667;53.4806667;1;4;[1 2 2 2 3 2 2 2 2 2 2 ] [2 ];12;302.1746667;361.6716667;59.497;1;7;[2 2 0 1 0 0 2 2 2 2 3 3 0 0 0 ] [1 ];16;1;1;0;0;0;0;1;1;0;1;1;0;75;329.092;36;13.59301485;9;6;4;2;2;INGENIERIA EN COMPUTACION E INFORMATICA;5.9;5.8;5.1;5.6;3.5;2.5;3.5;4.3;5;4.5;A
31;*;*;*;*;23.038266;106.405676;83.36741;2;6;[3 3 3 3 0 0 ] [2 ];7;106.412629;250.842126;144.429497;3;5;[2 3 3 3 3 3 ] [1 1 1 1 ];10;250.849066;661.519921;410.670855;4;16;[0 3 0 0 0 0 2 3 1 3 3 3 ] [3 0 0 0 2 ];17;661.526854;758.852687;97.325833;1;2;[2 2 2 2 0 0 2 2 2 ] [1 3 3 1 3 2 0 0 ];17;758.859572;876.233834;117.374262;1;2;[2 1 2 2 1 ] [1 3 3 3 1 3 3 3 3 3 0 ];16;876.240778;1054.066053;177.825275;2;4;[2 2 0 0 2 2 0 0 ] [1 1 3 2 ];12;1;1;0;0;0;0;1;1;0;0;0;1;79;1030.993132;35;20.94141168;8;5;3;3;3;INGENIERIA INDUSTRIAL;7;6.1;5.1;6.1;1;2.8;4.9;4.37;5.2;4.6;A
141;*;*;*;*;32.74824533;239.804443;207.0561977;5;53;[1 1 0 3 3 3 0 3 3 1 ] [1 1 1 1 ];14;239.820988;299.7344397;59.9134517;1;10;[2 3 3 3 3 3 0 0 ] [1 1 ];10;299.7511077;621.2504757;321.499368;5;41;[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 2 0 ];17;621.2670827;693.879908;72.6128253;2;8;[2 2 2 2 0 0 ] [3 3 3 3 ];10;693.896495;797.857588;103.961093;3;10;[1 2 2 2 2 2 ] [3 3 ];8;797.874237;836.322159;38.447922;1;4;[2 2 0 0 ] [1 1 1 1 3 3 ];10;0;1;0;1;1;1;1;1;0;1;1;1;69;803.4908577;126;22.72882556;4;3;2;2;1;INGENIERIA EN COMPUTACION E INFORMATICA;4.5;6.6;5.8;4.5;6;1;5.5;4.37;5;4.6;A
150;*;*;*;*;66.87062867;126.47589;59.60526133;1;4;[3 3 3 0 3 0 ] [2 0 ];8;126.492644;180.865829;54.373185;1;9;[2 3 3 3 3 ] [1 1 1 1 2 ];10;180.882519;368.0303513;187.1478323;2;18;[3 0 0 0 0 0 2 0 3 ] [3 0 0 2 2 2 2 0 0 ];18;368.0470303;415.0714743;47.024444;1;6;[2 2 0 0 2 2 ] [3 3 3 3 ];10;415.0882053;461.6458713;46.557666;1;6;[1 2 2 2 3 2 ] [3 3 3 3 ];10;461.6626043;512.2363003;50.573696;1;4;[2 2 0 0 2 2 ] [1 1 1 1 ];10;0;1;0;1;0;1;1;1;0;1;1;1;66;445.2820846;47;13.95401716;3;3;0;1;1;INGENIERIA CIVIL INDUSTRIAL;5.8;5.6;6.8;6.1;1;1;1.9;3.62;7;4.6;A
179;*;*;*;*;72.98915867;99.49002067;26.500862;1;1;[3 3 ] [1 1 2 2 2 ];7;99.523354;266.994431;167.471077;3;10;[2 3 3 3 3 ] [1 1 1 1 2 ];10;267.027748;615.747979;348.720231;8;19;[3 0 0 0 0 0 2 0 0 3 1 ] [2 3 0 0 0 0 2 2 2 2 0 ];22;615.764605;721.942637;106.178032;3;3;[2 2 0 0 2 2 ] [3 3 3 3 ];10;721.959272;861.0456357;139.0863637;6;8;[1 2 2 2 3 2 2 2 ] [3 3 ];10;861.0622737;957.728005;96.6657313;1;2;[2 2 0 0 2 2 ] [2 3 1 1 1 1 ];12;1;1;0;1;0;0;1;1;0;1;1;1;71;884.622297;43;18.74461038;8;5;3;3;2;INGENIERIA EN COMPUTACION E INFORMATICA;5.9;6.2;5.8;5.9;1.5;1;7;4.15;5.7;4.6;A
195;*;*;*;*;178.3479097;241.0354993;62.6875896;1;1;[3 3 3 ] [2 1 1 2 ];7;241.0688327;381.6052203;140.5363876;9;8;[2 3 3 3 3 3 ] [1 1 1 1 ];10;381.6385453;509.8294757;128.1909304;1;5;[0 3 0 0 0 0 2 3 1 3 3 3 ] [3 0 0 2 ];16;509.8472327;647.286923;137.4396903;1;6;[2 2 1 0 2 ] [1 1 3 3 3 3 3 ];12;647.3202563;769.025767;121.7055107;2;2;[1 2 2 1 1 ] [1 1 3 3 3 3 3 ];12;769.042388;882.3383577;113.2959697;1;3;[2 2 0 0 0 0 2 ] [1 1 3 ];10;1;1;1;0;0;1;1;1;1;1;1;1;67;703.8560783;25;15.26019867;6;4;2;3;2;INGENIERIA CIVIL INDUSTRIAL;6.7;5.9;4;5.5;2.5;3.5;6.4;4.65;4.4;4.6;A
218;*;*;*;*;39.10128333;88.052856;48.95157267;2;8;[3 3 3 0 0 3 3 ] [];7;88.069823;202.9139603;114.8441373;4;36;[2 3 3 3 3 3 0 ] [1 1 1 ];10;202.9303723;421.6326843;218.702312;5;57;[0 3 0 0 0 0 2 3 1 3 ] [3 0 0 2 2 2 ];16;421.6494533;502.3104383;80.660985;3;13;[2 2 0 0 2 2 ] [3 3 3 3 ];10;502.3273503;607.589211;105.2618607;4;17;[1 2 2 2 2 2 ] [3 3 ];8;607.606159;648.296012;40.689853;2;10;[2 2 0 0 2 2 0 ] [1 1 1 ];10;1;1;1;1;1;1;1;1;1;1;1;1;61;609.1107207;141;20.49771962;7;5;2;2;3;INGENIERIA EN COMPUTACION E INFORMATICA;5;6;5.9;5.6;6.5;1;1;4.13;5.6;4.6;A
316;*;*;*;*;85.733776;130.2019853;44.4682093;1;16;[3 1 3 3 3 0 3 0 0 ] [];9;130.2353013;180.9718587;50.7365574;2;14;[2 3 3 3 3 3 ] [1 1 1 1 ];10;180.9885107;269.2557437;88.267233;1;20;[3 0 0 0 0 0 2 0 0 1 0 3 1 1 3 3 ] [3 0 0 2 2 ];21;269.2719407;309.3713063;40.0993656;1;4;[2 2 2 2 2 2 2 0 0 2 ] [];10;309.3880073;346.736271;37.3482637;1;4;[1 1 1 3 2 2 2 2 2 2 2 0 0 ] [];13;346.752927;408.1431273;61.3902003;2;7;[2 2 0 0 2 2 0 0 0 0 ] [];10;0;1;0;1;0;1;1;1;0;1;1;1;73;322.3098293;65;14.98582485;7;4;3;2;3;INGENIERIA EN COMPUTACION E INFORMATICA;6.9;6.3;4.7;6;2;2.7;7;4.66;4.6;4.6;A
330;*;*;*;*;9.033511333;34.85225467;25.81874334;1;2;[0 3 3 3 ] [2 2 1 ];7;34.86892167;74.155;39.28607833;2;5;[2 3 3 3 3 ] [1 1 1 1 2 ];10;74.171667;145.6116447;71.4399777;1;8;[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ];16;145.6283117;172.3302847;26.701973;1;4;[2 2 0 0 2 2 ] [3 3 3 3 ];10;172.3469517;195.4650587;23.118107;1;3;[1 2 2 ] [3 3 3 3 3 ];8;195.4817257;228.7177307;33.236005;1;4;[2 2 0 0 2 2 ] [1 1 1 1 ];10;1;1;1;1;1;1;1;1;1;1;1;1;61;219.6008844;26;9.693081204;5;3;2;2;1;INGENIERIA CIVIL INDUSTRIAL;5.8;6.2;4.8;5.6;4.5;2.8;7;4.87;4;4.6;A
353;*;*;*;*;55.85468967;331.8924227;276.037733;1;10;[3 1 3 3 0 ] [2 2 1 1 ];9;331.9091467;402.4860313;70.5768846;1;5;[2 3 3 3 3 3 ] [1 1 1 1 ];10;402.5025633;571.917057;169.4144937;1;11;[3 0 0 0 0 0 2 3 1 3 3 3 ] [0 3 0 2 0 2 ];18;571.933693;635.207815;63.274122;1;4;[2 2 0 0 2 2 2 2 2 ] [3 ];10;635.224502;742.131519;106.907017;1;5;[1 2 2 1 1 ] [1 1 3 3 3 3 3 ];12;742.147947;795.585192;53.437245;1;5;[2 2 0 0 2 2 0 ] [1 1 1 ];10;0;1;0;1;0;1;1;1;0;1;1;1;69;739.6474953;40;16.84331613;6;3;3;2;3;INGENIERIA CIVIL INDUSTRIAL;7;5.6;6.4;6.3;2.5;1;7;4.48;5;4.6;A
369;*;*;*;*;68.784928;291.2118807;222.4269527;12;130;[2 3 3 0 0 3 ] [2 2 2 ];9;291.2285267;341.2265867;49.99806;1;10;[2 3 3 3 3 3 ] [1 1 1 1 ];10;341.2432427;500.3148367;159.071594;2;27;[0 3 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ];16;500.3314927;544.9501897;44.618697;1;5;[2 2 2 2 0 0 ] [3 3 3 3 ];10;544.9668497;610.2708587;65.304009;1;3;[1 2 2 ] [1 1 3 3 3 3 3 0 0 ];12;610.2875127;703.2053573;92.9178446;1;7;[2 2 3 3 0 0 2 ] [1 1 1 1 3 3 3 ];14;0;1;1;1;0;0;1;1;1;1;1;1;71;634.3371573;182;24.84673692;6;3;3;1;2;INGENIERIA CIVIL INDUSTRIAL;6.3;5.5;5;5.6;1;1;7;3.9;6.2;4.6;A
451;*;*;*;*;46.63468233;415.0423883;368.407706;7;41;[3 3 3 0 0 3 3 ] [];7;415.0591703;446.6840237;31.6248534;1;4;[2 3 3 3 3 ] [1 1 1 1 2 ];10;446.7007817;555.8166207;109.115839;2;17;[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ];16;555.8333837;594.461887;38.6285033;1;2;[2 2 2 2 2 2 2 ] [3 1 1 ];10;594.478599;642.417436;47.938837;1;4;[1 2 2 1 1 ] [1 1 3 3 3 3 3 ];12;642.43416;720.359814;77.925654;2;7;[0 0 0 0 ] [3 3 1 1 3 3 ];10;1;1;1;1;0;1;1;1;1;1;1;1;65;673.6413927;75;17.71366176;7;4;3;2;3;INGENIERIA CIVIL INDUSTRIAL;6.9;6.2;6.8;6.6;5.4;1;4.9;4.86;4;4.6;A
2;*;*;*;*;32.89483233;118.4915667;85.59673437;1;8;[3 0 3 ] [2 1 2 2 ];7;118.5166797;335.58786;217.0711803;7;16;[2 3 3 3 3 ] [1 1 1 1 2 ];10;335.613106;486.019626;150.40652;1;11;[0 3 0 0 0 0 2 2 3 1 3 3 ] [3 0 0 2 2 ];17;486.04491;582.7550103;96.7101003;1;5;[2 2 0 0 0 ] [3 1 1 3 3 3 0 0 3 3 ];15;582.7801073;641.9173553;59.137248;1;2;[1 2 2 1 1 ] [1 1 3 3 3 3 3 ];12;641.9422993;744.8797643;102.937465;2;7;[2 2 0 0 0 0 2 2 ] [1 1 ];10;1;1;0;0;0;1;1;1;0;0;1;1;71;711.859248;49;17.44534334;8;5;4;3;2;INGENIERIA CIVIL INDUSTRIAL;5.6;6;4.5;5.4;5.5;1;4.4;4.2;6;4.7;A
90;*;*;*;*;42.11839333;672.51138;630.3929867;4;7;[3 3 3 ] [2 2 1 1 ];7;672.52804;799.01664;126.4886;3;7;[2 3 3 3 3 3 ] [2 1 1 1 1 1 0 ];13;799.03328;1043.47842;244.44514;3;20;[0 3 0 0 3 0 0 2 2 2 2 2 3 3 1 3 ] [3 0 0 2 2 3 3 1 3 0 2 2 ];28;1043.49506;1092.98872;49.49366;1;2;[2 2 2 2 0 0 2 2 2 2 ] [];10;1093.00538;1137.58748;44.5821;1;2;[1 2 2 2 2 2 ] [3 3 ];8;1137.60414;1217.44616;79.84202;2;5;[0 0 0 0 2 2 2 2 ] [1 1 ];10;1;0;0;1;1;1;1;1;0;1;1;1;76;1175.244507;43;22.34538878;6;2;3;2;3;INGENIERIA CIVIL INDUSTRIAL;7;5.8;6.4;6.4;4.8;1;7;4.87;4.4;4.7;A
352;*;*;*;*;11.16276;195.57408;184.41132;3;11;[3 3 3 0 0 3 3 ] [];7;195.59076;263.7889333;68.1981733;2;3;[2 3 3 3 3 3 ] [1 1 1 1 ];10;263.8055933;519.36434;255.5587467;5;13;[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ];16;519.381;693.2594933;173.8784933;6;18;[2 2 2 2 0 0 ] [3 3 3 3 ];10;693.2761533;770.7898867;77.5137334;2;5;[1 2 2 ] [3 3 3 3 3 ];8;770.8065467;803.7390867;32.93254;1;5;[2 2 0 0 ] [1 1 1 1 3 3 ];10;1;1;1;1;1;1;1;1;1;1;1;1;61;792.4930067;55;16.9975717;7;5;3;2;3;INGENIERIA CIVIL INFORMATICA;6.6;6.4;5.7;6.2;1;1;7;4.21;6;4.7;A
372;*;*;*;*;13.83464367;193.1973637;179.36272;3;12;[3 ] [2 2 2 2 1 1 ];7;193.2140307;253.8516127;60.637582;1;4;[2 3 3 3 3 3 ] [1 1 1 1 ];10;253.8682797;375.82651;121.9582303;1;5;[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ];16;375.843177;459.3659333;83.5227563;1;2;[2 2 0 0 2 2 ] [3 3 3 3 ];10;459.3826003;509.9194303;50.53683;1;2;[1 2 2 ] [3 3 3 3 3 ];8;509.9360973;583.2076693;73.271572;1;3;[2 2 0 0 1 1 0 ] [1 1 1 1 3 3 1 ];14;1;1;1;1;1;0;1;1;1;1;1;1;65;569.2896906;28;13.82697083;8;6;3;4;3;INGENIERIA CIVIL INDUSTRIAL;6.9;6;5.9;6.3;3.5;1;7;4.61;4.8;4.7;A
422;*;*;*;*;55.54183567;317.3727657;261.83093;4;90;[3 3 3 1 3 3 0 0 ] [2 2 2 2 3 3 3 3 1 ];17;317.3894347;360.8924613;43.5030266;1;6;[2 3 3 3 3 3 ] [1 1 1 1 ];10;360.9091533;421.0834987;60.1743454;1;4;[3 0 0 0 0 0 2 3 1 ] [3 0 0 2 2 2 2 ];16;421.1001637;459.5531937;38.45303;1;2;[2 2 0 0 2 2 ] [3 3 3 3 ];10;459.5698647;527.9883027;68.418438;1;3;[1 2 2 1 1 2 2 2 2 2 ] [1 1 0 1 ];14;528.0049707;629.9187843;101.9138136;4;8;[2 2 3 3 0 0 2 2 2 2 0 ] [1 1 1 ];14;0;1;1;1;0;0;1;1;1;1;1;1;81;574.2935836;113;21.63294689;6;3;3;2;2;INGENIERIA CIVIL INDUSTRIAL;5;4;5.8;4.9;3;5;6.7;4.83;4.4;4.7;A
26;*;*;*;*;30.01527333;157.0926087;127.0773354;5;6;[3 3 3 0 0 ] [2 2 ];7;157.1092607;331.2621087;174.152848;2;6;[2 3 ] [1 1 1 1 2 2 2 2 ];10;331.2788397;598.5997197;267.32088;3;8;[3 3 3 3 3 3 3 3 0 0 0 0 0 0 ] [3 0 0 2 0 0 3 3 3 3 ];24;598.6165397;640.4811867;41.864647;1;1;[2 2 2 2 ] [1 1 3 3 3 3 ];10;640.4978317;731.0099187;90.512087;2;2;[1 1 1 2 2 2 2 ] [1 1 3 3 3 ];12;731.0267377;771.7079967;40.681259;1;1;[0 0 0 0 ] [3 3 1 1 3 3 ];10;1;1;0;1;0;1;1;1;0;1;1;1;73;741.6090564;24;16.51923078;7;5;3;3;2;INGENIERIA EN COMPUTACION E INFORMATICA;5.6;5.6;6;5.7;1.6;2.6;7;4.45;5.6;4.8;A
29;*;*;*;*;156.5102343;232.957703;76.4474687;2;16;[1 3 3 3 0 3 3 0 0 ] [];9;232.974351;274.2804243;41.3060733;1;12;[2 3 3 3 3 3 0 0 0 0 ] [];10;274.2974613;345.7618373;71.464376;1;25;[3 ] [3 0 0 2 2 0 0 3 3 3 3 1 1 1 1 1 1 2 2 2 2 2 2 2 ];25;345.7786813;392.2333793;46.454698;1;19;[2 2 2 3 3 3 2 2 2 3 0 0 2 2 2 2 2 2 ] [];18;392.2500413;411.1617853;18.911744;1;12;[1 1 1 2 2 2 2 2 2 0 2 0 0 ] [];13;411.1786543;437.2220747;26.0434204;1;9;[0 2 0 0 0 2 2 2 2 0 0 ] [];11;0;1;0;0;0;0;1;1;0;0;1;1;86;280.6277804;93;18.37074224;3;2;0;2;1;INGENIERIA CIVIL INDUSTRIAL;5.5;6.2;5.1;5.6;4.1;3.1;5.2;4.71;5;4.8;A
149;*;*;*;*;141.6633067;208.92744;67.2641333;1;9;[3 3 3 0 0 ] [2 2 ];7;208.94412;284.7624733;75.8183533;1;10;[2 3 3 3 3 3 ] [1 1 1 1 ];10;284.7958067;411.6448;126.8489933;1;15;[3 0 0 0 0 0 2 0 1 3 0 ] [3 0 0 2 2 2 2 0 ];19;411.66148;467.7209267;56.0594467;1;3;[2 2 2 2 2 2 2 ] [3 1 1 ];10;467.7375667;682.5630867;214.82552;5;13;[1 2 2 2 2 2 ] [0 1 3 3 ];10;682.59642;720.6625267;38.0661067;1;5;[2 2 0 0 2 2 0 ] [1 1 1 ];10;1;1;0;1;0;1;1;1;0;1;1;1;66;578.8825533;55;15.73325139;8;6;3;3;3;INGENIERIA CIVIL INDUSTRIAL;4.8;6.2;4.4;5.1;6;1;7;4.41;5.8;4.8;A
233;*;*;*;*;112.4151767;236.2736633;123.8584866;1;15;[3 3 3 3 3 ] [2 2 2 1 3 3 1 ];12;236.2903803;336.790282;100.4999017;1;9;[2 2 3 3 3 3 3 3 2 3 0 ] [2 1 1 1 ];15;336.806971;980.2694353;643.4624643;4;90;[3 3 2 3 3 2 2 2 3 0 0 0 0 0 2 3 1 1 1 1 1 3 ] [3 3 3 0 0 2 0 0 3 3 3 3 0 1 1 0 0 1 1 1 0 0 0 0 1 1 1 1 1 1 2 2 2 2 2 0 2 ];59;980.3027687;1074.1271;93.8243313;1;9;[2 2 ] [3 3 1 1 3 3 3 0 0 3 3 1 1 ];15;1074.14388;1134.550934;60.407054;1;7;[] [1 1 3 3 3 3 3 0 0 3 3 0 ];12;1134.567633;1295.49171;160.924077;1;7;[2 2 3 3 ] [1 1 3 3 3 3 2 2 2 2 2 2 2 1 1 3 3 3 3 3 3 3 3 1 1 ];29;0;0;0;0;0;0;1;1;0;0;1;0;142;1182.976315;137;38.69618936;5;2;2;2;2;INGENIERIA CIVIL INDUSTRIAL;6;5.1;4.1;5.1;6.8;1;2.8;4.08;6.4;4.8;A
242;*;*;*;*;36.65434733;69.95977033;33.305423;1;1;[3 3 3 ] [1 2 2 1 ];7;69.97634433;181.6552883;111.678944;2;3;[2 3 3 3 3 3 0 ] [1 1 1 ];10;181.6719903;335.1868613;153.514871;1;7;[3 0 0 0 0 0 0 2 3 ] [3 0 0 0 2 2 2 2 0 2 3 ];20;335.2035003;377.6891003;42.4856;1;2;[2 2 0 0 2 2 ] [3 3 3 3 ];10;377.7057883;433.7201543;56.014366;2;3;[1 2 2 ] [3 3 3 3 3 ];8;433.7368043;474.6562923;40.919488;1;3;[3 2 2 0 0 ] [1 1 1 1 3 3 ];11;1;1;0;1;1;0;1;1;0;1;1;1;66;437.918692;19;12.16731512;7;4;3;3;3;INGENIERIA CIVIL INFORMATICA;5.8;6.3;5.5;5.9;1;1;7;4.03;6.6;4.8;A
34;*;*;*;*;14.86844;70.24474667;55.37630667;1;1;[3 3 3 ] [2 2 1 1 ];7;70.26474667;393.5071867;323.24244;6;16;[2 3 3 3 3 3 ] [1 1 1 1 ];10;393.5271867;683.0195667;289.49238;2;3;[0 3 0 0 0 0 2 3 ] [2 3 0 0 0 2 2 2 2 0 ];18;683.0395667;749.1055533;66.0659866;1;2;[2 2 0 0 2 2 ] [3 3 3 3 ];10;749.1255533;793.7868467;44.6612934;1;2;[1 2 2 2 ] [3 3 3 3 ];8;793.8056667;851.4656333;57.6599666;1;2;[2 2 0 0 2 ] [1 1 1 1 3 ];10;1;1;0;1;1;1;1;1;0;1;1;1;63;836.4983733;26;15.96391043;10;7;4;4;3;INGENIERIA CIVIL INFORMATICA;6.2;5.5;5.6;5.8;6.6;1;1;4.22;6.4;4.9;A
75;*;*;*;*;87.89340333;136.0382993;48.14489597;2;7;[3 3 3 0 3 3 0 ] [];7;136.0548953;175.8368333;39.781938;3;16;[2 3 3 3 3 3 ] [1 1 1 1 ];10;175.8534893;372.530859;196.6773697;6;73;[0 0 3 0 0 0 0 2 3 1 3 3 3 3 3 0 1 1 ] [0 1 3 ];21;372.547506;422.358255;49.810749;2;18;[2 2 0 0 2 2 2 2 2 2 ] [];10;422.374931;445.197857;22.822926;1;16;[1 2 2 1 1 2 2 2 2 2 0 1 0 0 0 ] [0 ];16;445.214535;500.522711;55.308176;2;17;[2 2 3 3 0 0 2 2 0 0 2 ] [1 1 3 ];14;1;1;0;1;0;0;1;1;0;1;0;1;78;412.5460547;147;21.67759692;5;5;1;2;2;INGENIERIA CIVIL INDUSTRIAL;6;5.6;6.4;6;1;3;7;4.6;5.6;4.9;A
84;*;*;*;*;5.432973333;22.17885333;16.74588;1;2;[3 3 3 ] [2 2 1 1 ];7;22.19553333;52.93849333;30.74296;1;8;[2 3 3 3 3 3 0 0 ] [1 1 ];10;52.95515333;144.5159067;91.56075337;3;21;[0 3 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ];16;144.5325667;174.19202;29.6594533;1;6;[2 2 0 0 2 2 ] [3 3 3 3 ];10;174.2087;192.72088;18.51218;1;3;[1 2 2 2 2 2 ] [3 3 ];8;192.73754;232.31266;39.57512;2;6;[2 2 0 0 ] [1 1 1 1 3 3 ];10;1;1;1;1;1;1;1;1;1;1;1;1;61;226.7963467;46;10.98797548;5;2;3;1;2;INGENIERIA CIVIL INFORMATICA;6.6;6.4;4.3;5.8;5.9;1;7;4.72;5.2;4.9;A
165;*;*;*;*;63.39735433;128.6369883;65.23963397;1;1;[3 3 3 0 ] [2 2 1 ];7;128.6536753;349.371295;220.7176197;5;14;[2 3 3 3 3 3 ] [1 1 1 1 ];10;349.387998;693.2861363;343.8981383;9;13;[3 0 0 0 0 0 2 2 2 3 1 3 3 ] [3 0 0 2 2 ];18;693.3027743;901.5533327;208.2505584;4;13;[2 2 0 0 2 2 ] [3 3 3 3 ];10;901.5700277;959.9611163;58.3910886;1;2;[1 2 2 2 ] [3 3 3 3 ];8;959.9777733;1115.519853;155.5420797;4;4;[0 0 0 0 2 ] [1 1 3 3 3 ];10;1;1;0;1;1;1;1;1;0;1;1;1;63;1052.039119;47;19.33030169;4;2;3;1;1;INGENIERIA CIVIL INDUSTRIAL;3.8;5.8;6.4;5.3;5.4;2.2;7;4.72;5.4;4.9;A
170;*;*;*;*;151.8216467;250.26836;98.4467133;1;31;[] [2 2 2 2 2 1 1 ];7;250.28506;278.8362333;28.5511733;1;11;[2 3 3 3 3 3 0 0 ] [1 1 ];10;278.8529333;413.1518067;134.2988734;2;39;[0 3 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ];16;413.1685067;455.4961467;42.32764;1;2;[2 2 0 0 2 2 ] [3 3 3 3 ];10;455.5128267;486.1290933;30.6162666;1;3;[1 2 2 ] [3 3 3 3 3 ];8;486.1457933;529.7080733;43.56228;1;3;[2 2 0 0 ] [1 1 1 1 3 3 ];10;1;1;1;1;1;1;1;1;1;1;1;1;61;377.8029466;89;15.07972337;7;3;4;2;3;INGENIERIA EN COMPUTACION E INFORMATICA;6.1;6.4;6.2;6.1;1.5;1;7;4.27;6.4;4.9;A
227;*;*;*;*;40.51022467;111.7792657;71.26904103;2;5;[3 0 3 3 0 3 3 ] [];7;111.7959817;186.4937247;74.697743;2;15;[2 3 3 3 3 3 1 ] [1 1 1 1 1 1 0 ];14;186.5103857;293.7384763;107.2280906;2;12;[0 3 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ];16;293.7552073;326.4207797;32.6655724;1;2;[2 2 0 0 2 2 ] [3 3 3 3 ];10;326.4375327;370.961716;44.5241833;1;3;[1 2 2 2 ] [3 3 3 3 ];8;370.978426;415.2015853;44.2231593;2;5;[2 2 0 0 ] [1 1 1 1 3 3 ];10;1;0;1;1;1;1;1;1;1;1;1;1;65;374.6077896;42;12.8064068;7;4;4;1;2;INGENIERIA EN COMPUTACION E INFORMATICA;4.8;5.8;4.2;4.9;5.5;4;1;4.38;6;4.9;A
